RUN	hammertime.GatlingSimulationTest	gatlingsimulationtest	1584631304102	 	3.3.1
REQUEST	9		Blocking attack	1584631305211	1584631306221	OK	 
USER	Slaying the dragon	29	START	1584631306220	1584631306220
USER	Slaying the dragon	9	END	1584631305210	1584631306251
REQUEST	10		Blocking attack	1584631305261	1584631306267	OK	 
USER	Slaying the dragon	30	START	1584631306271	1584631306271
USER	Slaying the dragon	10	END	1584631305260	1584631306290
USER	Slaying the dragon	31	START	1584631306323	1584631306323
USER	Slaying the dragon	32	START	1584631306372	1584631306372
USER	Slaying the dragon	33	START	1584631306420	1584631306420
USER	Slaying the dragon	34	START	1584631306470	1584631306470
USER	Slaying the dragon	35	START	1584631306520	1584631306520
USER	Slaying the dragon	36	START	1584631306571	1584631306571
USER	Slaying the dragon	37	START	1584631306622	1584631306622
USER	Slaying the dragon	38	START	1584631306672	1584631306672
USER	Slaying the dragon	39	START	1584631306720	1584631306720
USER	Slaying the dragon	40	START	1584631306772	1584631306772
USER	Slaying the dragon	41	START	1584631306821	1584631306821
REQUEST	11		Blocking attack	1584631305310	1584631306853	OK	 
USER	Slaying the dragon	42	START	1584631306861	1584631306861
REQUEST	12		Blocking attack	1584631305361	1584631306879	OK	 
USER	Slaying the dragon	11	END	1584631305310	1584631306881
USER	Slaying the dragon	12	END	1584631305360	1584631306902
USER	Slaying the dragon	43	START	1584631306910	1584631306910
REQUEST	13		Blocking attack	1584631305412	1584631306923	OK	 
USER	Slaying the dragon	13	END	1584631305411	1584631306952
USER	Slaying the dragon	44	START	1584631306960	1584631306960
REQUEST	14		Blocking attack	1584631305463	1584631306973	OK	 
USER	Slaying the dragon	14	END	1584631305462	1584631307000
USER	Slaying the dragon	45	START	1584631307010	1584631307010
REQUEST	15		Blocking attack	1584631305513	1584631307029	OK	 
USER	Slaying the dragon	15	END	1584631305512	1584631307052
USER	Slaying the dragon	46	START	1584631307060	1584631307060
REQUEST	16		Blocking attack	1584631305562	1584631307076	OK	 
USER	Slaying the dragon	16	END	1584631305561	1584631307101
USER	Slaying the dragon	47	START	1584631307111	1584631307111
REQUEST	17		Blocking attack	1584631305612	1584631307125	OK	 
USER	Slaying the dragon	17	END	1584631305611	1584631307152
USER	Slaying the dragon	48	START	1584631307160	1584631307160
REQUEST	18		Blocking attack	1584631305662	1584631307180	OK	 
USER	Slaying the dragon	18	END	1584631305662	1584631307201
USER	Slaying the dragon	49	START	1584631307210	1584631307210
REQUEST	19		Blocking attack	1584631305711	1584631307227	OK	 
USER	Slaying the dragon	19	END	1584631305710	1584631307251
USER	Slaying the dragon	50	START	1584631307262	1584631307262
REQUEST	20		Blocking attack	1584631305763	1584631307272	OK	 
USER	Slaying the dragon	20	END	1584631305762	1584631307303
USER	Slaying the dragon	51	START	1584631307310	1584631307310
USER	Slaying the dragon	52	START	1584631307361	1584631307361
USER	Slaying the dragon	53	START	1584631307410	1584631307410
USER	Slaying the dragon	54	START	1584631307459	1584631307459
USER	Slaying the dragon	55	START	1584631307512	1584631307512
USER	Slaying the dragon	56	START	1584631307560	1584631307560
USER	Slaying the dragon	57	START	1584631307610	1584631307610
USER	Slaying the dragon	58	START	1584631307661	1584631307661
USER	Slaying the dragon	59	START	1584631307712	1584631307712
USER	Slaying the dragon	60	START	1584631307762	1584631307762
USER	Slaying the dragon	61	START	1584631307809	1584631307809
REQUEST	21		Blocking attack	1584631305811	1584631307860	OK	 
USER	Slaying the dragon	62	START	1584631307860	1584631307860
REQUEST	22		Blocking attack	1584631305861	1584631307887	OK	 
USER	Slaying the dragon	21	END	1584631305811	1584631307890
USER	Slaying the dragon	22	END	1584631305861	1584631307909
USER	Slaying the dragon	63	START	1584631307909	1584631307909
REQUEST	23		Blocking attack	1584631305913	1584631307930	OK	 
USER	Slaying the dragon	23	END	1584631305912	1584631307960
USER	Slaying the dragon	64	START	1584631307960	1584631307960
REQUEST	24		Blocking attack	1584631305961	1584631307981	OK	 
USER	Slaying the dragon	24	END	1584631305960	1584631308010
USER	Slaying the dragon	65	START	1584631308010	1584631308010
REQUEST	25		Blocking attack	1584631306021	1584631308032	OK	 
USER	Slaying the dragon	25	END	1584631306020	1584631308060
USER	Slaying the dragon	66	START	1584631308060	1584631308060
REQUEST	26		Blocking attack	1584631306072	1584631308083	OK	 
USER	Slaying the dragon	26	END	1584631306071	1584631308111
USER	Slaying the dragon	67	START	1584631308110	1584631308110
REQUEST	27		Blocking attack	1584631306120	1584631308132	OK	 
USER	Slaying the dragon	27	END	1584631306120	1584631308160
USER	Slaying the dragon	68	START	1584631308160	1584631308160
REQUEST	28		Blocking attack	1584631306172	1584631308188	OK	 
USER	Slaying the dragon	28	END	1584631306171	1584631308212
USER	Slaying the dragon	69	START	1584631308211	1584631308211
REQUEST	29		Blocking attack	1584631306221	1584631308234	OK	 
USER	Slaying the dragon	29	END	1584631306220	1584631308262
USER	Slaying the dragon	70	START	1584631308262	1584631308262
REQUEST	30		Blocking attack	1584631306271	1584631308277	OK	 
USER	Slaying the dragon	30	END	1584631306271	1584631308300
USER	Slaying the dragon	71	START	1584631308313	1584631308313
USER	Slaying the dragon	72	START	1584631308360	1584631308360
USER	Slaying the dragon	73	START	1584631308411	1584631308411
USER	Slaying the dragon	74	START	1584631308462	1584631308462
USER	Slaying the dragon	75	START	1584631308512	1584631308512
USER	Slaying the dragon	76	START	1584631308560	1584631308560
USER	Slaying the dragon	77	START	1584631308611	1584631308611
USER	Slaying the dragon	78	START	1584631308662	1584631308662
USER	Slaying the dragon	79	START	1584631308710	1584631308710
USER	Slaying the dragon	80	START	1584631308761	1584631308761
USER	Slaying the dragon	81	START	1584631308811	1584631308811
USER	Slaying the dragon	82	START	1584631308850	1584631308850
REQUEST	31		Blocking attack	1584631306323	1584631308865	OK	 
USER	Slaying the dragon	31	END	1584631306323	1584631308890
REQUEST	32		Blocking attack	1584631306372	1584631308891	OK	 
USER	Slaying the dragon	83	START	1584631308899	1584631308899
USER	Slaying the dragon	32	END	1584631306372	1584631308922
REQUEST	33		Blocking attack	1584631306421	1584631308933	OK	 
USER	Slaying the dragon	84	START	1584631308950	1584631308950
USER	Slaying the dragon	33	END	1584631306420	1584631308960
REQUEST	34		Blocking attack	1584631306471	1584631308985	OK	 
USER	Slaying the dragon	85	START	1584631309000	1584631309000
USER	Slaying the dragon	34	END	1584631306470	1584631309012
REQUEST	35		Blocking attack	1584631306521	1584631309039	OK	 
USER	Slaying the dragon	86	START	1584631309051	1584631309051
USER	Slaying the dragon	35	END	1584631306520	1584631309071
REQUEST	36		Blocking attack	1584631306572	1584631309087	OK	 
USER	Slaying the dragon	87	START	1584631309102	1584631309102
USER	Slaying the dragon	36	END	1584631306571	1584631309110
REQUEST	37		Blocking attack	1584631306623	1584631309136	OK	 
USER	Slaying the dragon	88	START	1584631309151	1584631309151
USER	Slaying the dragon	37	END	1584631306622	1584631309161
REQUEST	38		Blocking attack	1584631306672	1584631309194	OK	 
USER	Slaying the dragon	89	START	1584631309201	1584631309201
USER	Slaying the dragon	38	END	1584631306672	1584631309221
REQUEST	39		Blocking attack	1584631306720	1584631309238	OK	 
USER	Slaying the dragon	90	START	1584631309250	1584631309250
USER	Slaying the dragon	39	END	1584631306720	1584631309261
REQUEST	40		Blocking attack	1584631306772	1584631309285	OK	 
USER	Slaying the dragon	91	START	1584631309301	1584631309301
USER	Slaying the dragon	40	END	1584631306772	1584631309311
USER	Slaying the dragon	92	START	1584631309352	1584631309352
USER	Slaying the dragon	93	START	1584631309400	1584631309400
USER	Slaying the dragon	94	START	1584631309451	1584631309451
USER	Slaying the dragon	95	START	1584631309500	1584631309500
USER	Slaying the dragon	96	START	1584631309550	1584631309550
USER	Slaying the dragon	97	START	1584631309603	1584631309603
USER	Slaying the dragon	98	START	1584631309650	1584631309650
USER	Slaying the dragon	99	START	1584631309700	1584631309700
USER	Slaying the dragon	100	START	1584631309752	1584631309752
USER	Slaying the dragon	101	START	1584631309800	1584631309800
USER	Slaying the dragon	102	START	1584631309852	1584631309852
REQUEST	41		Blocking attack	1584631306822	1584631309870	OK	 
REQUEST	42		Blocking attack	1584631306861	1584631309894	OK	 
USER	Slaying the dragon	41	END	1584631306821	1584631309901
USER	Slaying the dragon	103	START	1584631309901	1584631309901
USER	Slaying the dragon	42	END	1584631306861	1584631309921
REQUEST	43		Blocking attack	1584631306911	1584631309936	OK	 
USER	Slaying the dragon	104	START	1584631309951	1584631309951
USER	Slaying the dragon	43	END	1584631306910	1584631309959
REQUEST	44		Blocking attack	1584631306960	1584631309993	OK	 
USER	Slaying the dragon	105	START	1584631310000	1584631310000
USER	Slaying the dragon	44	END	1584631306960	1584631310020
REQUEST	45		Blocking attack	1584631307011	1584631310047	OK	 
USER	Slaying the dragon	106	START	1584631310051	1584631310051
USER	Slaying the dragon	45	END	1584631307010	1584631310070
REQUEST	46		Blocking attack	1584631307061	1584631310090	OK	 
USER	Slaying the dragon	107	START	1584631310100	1584631310100
USER	Slaying the dragon	46	END	1584631307060	1584631310120
REQUEST	47		Blocking attack	1584631307112	1584631310145	OK	 
USER	Slaying the dragon	108	START	1584631310151	1584631310151
USER	Slaying the dragon	47	END	1584631307111	1584631310171
USER	Slaying the dragon	109	START	1584631310200	1584631310200
REQUEST	48		Blocking attack	1584631307161	1584631310201	OK	 
USER	Slaying the dragon	48	END	1584631307160	1584631310231
REQUEST	49		Blocking attack	1584631307211	1584631310243	OK	 
USER	Slaying the dragon	110	START	1584631310251	1584631310251
USER	Slaying the dragon	49	END	1584631307210	1584631310271
REQUEST	50		Blocking attack	1584631307263	1584631310289	OK	 
USER	Slaying the dragon	111	START	1584631310302	1584631310302
USER	Slaying the dragon	50	END	1584631307262	1584631310311
USER	Slaying the dragon	112	START	1584631310351	1584631310351
USER	Slaying the dragon	113	START	1584631310401	1584631310401
USER	Slaying the dragon	114	START	1584631310452	1584631310452
USER	Slaying the dragon	115	START	1584631310503	1584631310503
USER	Slaying the dragon	116	START	1584631310550	1584631310550
USER	Slaying the dragon	117	START	1584631310602	1584631310602
USER	Slaying the dragon	118	START	1584631310651	1584631310651
USER	Slaying the dragon	119	START	1584631310701	1584631310701
USER	Slaying the dragon	120	START	1584631310751	1584631310751
USER	Slaying the dragon	121	START	1584631310802	1584631310802
USER	Slaying the dragon	122	START	1584631310850	1584631310850
REQUEST	51		Blocking attack	1584631307310	1584631310877	OK	 
USER	Slaying the dragon	51	END	1584631307310	1584631310900
USER	Slaying the dragon	123	START	1584631310900	1584631310900
REQUEST	52		Blocking attack	1584631307362	1584631310902	OK	 
USER	Slaying the dragon	52	END	1584631307361	1584631310932
REQUEST	53		Blocking attack	1584631307411	1584631310941	OK	 
USER	Slaying the dragon	124	START	1584631310951	1584631310951
USER	Slaying the dragon	53	END	1584631307410	1584631310970
REQUEST	54		Blocking attack	1584631307460	1584631310999	OK	 
USER	Slaying the dragon	125	START	1584631311000	1584631311000
USER	Slaying the dragon	54	END	1584631307459	1584631311020
REQUEST	55		Blocking attack	1584631307513	1584631311054	OK	 
USER	Slaying the dragon	126	START	1584631311052	1584631311052
USER	Slaying the dragon	55	END	1584631307512	1584631311080
REQUEST	56		Blocking attack	1584631307560	1584631311093	OK	 
USER	Slaying the dragon	127	START	1584631311101	1584631311101
USER	Slaying the dragon	56	END	1584631307560	1584631311120
REQUEST	57		Blocking attack	1584631307611	1584631311149	OK	 
USER	Slaying the dragon	128	START	1584631311150	1584631311150
USER	Slaying the dragon	57	END	1584631307610	1584631311171
USER	Slaying the dragon	129	START	1584631311202	1584631311202
REQUEST	58		Blocking attack	1584631307662	1584631311209	OK	 
USER	Slaying the dragon	58	END	1584631307661	1584631311242
REQUEST	59		Blocking attack	1584631307713	1584631311249	OK	 
USER	Slaying the dragon	130	START	1584631311250	1584631311250
USER	Slaying the dragon	59	END	1584631307712	1584631311272
REQUEST	60		Blocking attack	1584631307763	1584631311293	OK	 
USER	Slaying the dragon	131	START	1584631311300	1584631311300
USER	Slaying the dragon	60	END	1584631307762	1584631311320
USER	Slaying the dragon	132	START	1584631311350	1584631311350
USER	Slaying the dragon	133	START	1584631311401	1584631311401
USER	Slaying the dragon	134	START	1584631311450	1584631311450
USER	Slaying the dragon	135	START	1584631311500	1584631311500
USER	Slaying the dragon	136	START	1584631311550	1584631311550
USER	Slaying the dragon	137	START	1584631311599	1584631311599
USER	Slaying the dragon	138	START	1584631311651	1584631311651
USER	Slaying the dragon	139	START	1584631311702	1584631311702
USER	Slaying the dragon	140	START	1584631311751	1584631311751
USER	Slaying the dragon	141	START	1584631311800	1584631311800
USER	Slaying the dragon	142	START	1584631311850	1584631311850
REQUEST	61		Blocking attack	1584631307810	1584631311883	OK	 
USER	Slaying the dragon	143	START	1584631311901	1584631311901
REQUEST	62		Blocking attack	1584631307861	1584631311908	OK	 
USER	Slaying the dragon	61	END	1584631307809	1584631311910
USER	Slaying the dragon	62	END	1584631307860	1584631311931
REQUEST	63		Blocking attack	1584631307910	1584631311949	OK	 
USER	Slaying the dragon	144	START	1584631311949	1584631311949
USER	Slaying the dragon	63	END	1584631307909	1584631311970
USER	Slaying the dragon	145	START	1584631312002	1584631312002
REQUEST	64		Blocking attack	1584631307960	1584631312004	OK	 
USER	Slaying the dragon	64	END	1584631307960	1584631312031
USER	Slaying the dragon	146	START	1584631312050	1584631312050
REQUEST	65		Blocking attack	1584631308011	1584631312060	OK	 
USER	Slaying the dragon	65	END	1584631308010	1584631312091
USER	Slaying the dragon	147	START	1584631312099	1584631312099
REQUEST	66		Blocking attack	1584631308061	1584631312100	OK	 
USER	Slaying the dragon	66	END	1584631308060	1584631312131
USER	Slaying the dragon	148	START	1584631312150	1584631312150
REQUEST	67		Blocking attack	1584631308111	1584631312155	OK	 
USER	Slaying the dragon	67	END	1584631308110	1584631312181
USER	Slaying the dragon	149	START	1584631312200	1584631312200
REQUEST	68		Blocking attack	1584631308160	1584631312218	OK	 
USER	Slaying the dragon	68	END	1584631308160	1584631312240
USER	Slaying the dragon	150	START	1584631312251	1584631312251
REQUEST	69		Blocking attack	1584631308212	1584631312255	OK	 
USER	Slaying the dragon	69	END	1584631308211	1584631312280
REQUEST	70		Blocking attack	1584631308263	1584631312298	OK	 
USER	Slaying the dragon	151	START	1584631312300	1584631312300
USER	Slaying the dragon	70	END	1584631308262	1584631312321
USER	Slaying the dragon	152	START	1584631312350	1584631312350
USER	Slaying the dragon	153	START	1584631312401	1584631312401
USER	Slaying the dragon	154	START	1584631312449	1584631312449
USER	Slaying the dragon	155	START	1584631312500	1584631312500
USER	Slaying the dragon	156	START	1584631312551	1584631312551
USER	Slaying the dragon	157	START	1584631312602	1584631312602
USER	Slaying the dragon	158	START	1584631312649	1584631312649
USER	Slaying the dragon	159	START	1584631312701	1584631312701
USER	Slaying the dragon	160	START	1584631312752	1584631312752
USER	Slaying the dragon	161	START	1584631312802	1584631312802
USER	Slaying the dragon	162	START	1584631312850	1584631312850
REQUEST	71		Blocking attack	1584631308314	1584631312890	OK	 
USER	Slaying the dragon	163	START	1584631312902	1584631312902
REQUEST	72		Blocking attack	1584631308360	1584631312912	OK	 
USER	Slaying the dragon	71	END	1584631308313	1584631312920
USER	Slaying the dragon	72	END	1584631308360	1584631312940
USER	Slaying the dragon	164	START	1584631312952	1584631312952
REQUEST	73		Blocking attack	1584631308412	1584631312955	OK	 
USER	Slaying the dragon	73	END	1584631308411	1584631312980
USER	Slaying the dragon	165	START	1584631313000	1584631313000
REQUEST	74		Blocking attack	1584631308463	1584631313007	OK	 
USER	Slaying the dragon	74	END	1584631308462	1584631313031
USER	Slaying the dragon	166	START	1584631313049	1584631313049
REQUEST	75		Blocking attack	1584631308513	1584631313066	OK	 
USER	Slaying the dragon	75	END	1584631308512	1584631313091
USER	Slaying the dragon	167	START	1584631313100	1584631313100
REQUEST	76		Blocking attack	1584631308560	1584631313107	OK	 
USER	Slaying the dragon	76	END	1584631308560	1584631313130
USER	Slaying the dragon	168	START	1584631313152	1584631313152
REQUEST	77		Blocking attack	1584631308612	1584631313161	OK	 
USER	Slaying the dragon	77	END	1584631308611	1584631313191
USER	Slaying the dragon	169	START	1584631313201	1584631313201
REQUEST	78		Blocking attack	1584631308663	1584631313224	OK	 
USER	Slaying the dragon	78	END	1584631308662	1584631313250
USER	Slaying the dragon	170	START	1584631313250	1584631313250
REQUEST	79		Blocking attack	1584631308710	1584631313261	OK	 
USER	Slaying the dragon	79	END	1584631308710	1584631313290
USER	Slaying the dragon	171	START	1584631313300	1584631313300
REQUEST	80		Blocking attack	1584631308762	1584631313302	OK	 
USER	Slaying the dragon	80	END	1584631308761	1584631313332
USER	Slaying the dragon	172	START	1584631313352	1584631313352
USER	Slaying the dragon	173	START	1584631313400	1584631313400
USER	Slaying the dragon	174	START	1584631313451	1584631313451
USER	Slaying the dragon	175	START	1584631313501	1584631313501
USER	Slaying the dragon	176	START	1584631313551	1584631313551
USER	Slaying the dragon	177	START	1584631313602	1584631313602
USER	Slaying the dragon	178	START	1584631313651	1584631313651
USER	Slaying the dragon	179	START	1584631313701	1584631313701
USER	Slaying the dragon	180	START	1584631313750	1584631313750
USER	Slaying the dragon	181	START	1584631313801	1584631313801
USER	Slaying the dragon	182	START	1584631313862	1584631313862
REQUEST	81		Blocking attack	1584631308811	1584631313899	OK	 
USER	Slaying the dragon	183	START	1584631313909	1584631313909
REQUEST	82		Blocking attack	1584631308851	1584631313915	OK	 
USER	Slaying the dragon	81	END	1584631308811	1584631313919
USER	Slaying the dragon	82	END	1584631308850	1584631313941
USER	Slaying the dragon	184	START	1584631313961	1584631313961
REQUEST	83		Blocking attack	1584631308900	1584631313962	OK	 
USER	Slaying the dragon	83	END	1584631308899	1584631313990
USER	Slaying the dragon	185	START	1584631314010	1584631314010
REQUEST	84		Blocking attack	1584631308951	1584631314015	OK	 
USER	Slaying the dragon	84	END	1584631308950	1584631314040
USER	Slaying the dragon	186	START	1584631314061	1584631314061
REQUEST	85		Blocking attack	1584631309001	1584631314069	OK	 
USER	Slaying the dragon	85	END	1584631309000	1584631314089
USER	Slaying the dragon	187	START	1584631314110	1584631314110
REQUEST	86		Blocking attack	1584631309052	1584631314112	OK	 
USER	Slaying the dragon	86	END	1584631309051	1584631314142
USER	Slaying the dragon	188	START	1584631314160	1584631314160
REQUEST	87		Blocking attack	1584631309102	1584631314165	OK	 
USER	Slaying the dragon	87	END	1584631309102	1584631314191
USER	Slaying the dragon	189	START	1584631314211	1584631314211
REQUEST	88		Blocking attack	1584631309152	1584631314230	OK	 
USER	Slaying the dragon	88	END	1584631309151	1584631314263
USER	Slaying the dragon	190	START	1584631314263	1584631314263
REQUEST	89		Blocking attack	1584631309202	1584631314265	OK	 
USER	Slaying the dragon	89	END	1584631309201	1584631314291
REQUEST	90		Blocking attack	1584631309251	1584631314308	OK	 
USER	Slaying the dragon	191	START	1584631314311	1584631314311
USER	Slaying the dragon	90	END	1584631309250	1584631314331
USER	Slaying the dragon	192	START	1584631314360	1584631314360
USER	Slaying the dragon	193	START	1584631314410	1584631314410
USER	Slaying the dragon	194	START	1584631314461	1584631314461
USER	Slaying the dragon	195	START	1584631314512	1584631314512
USER	Slaying the dragon	196	START	1584631314562	1584631314562
USER	Slaying the dragon	197	START	1584631314611	1584631314611
USER	Slaying the dragon	198	START	1584631314660	1584631314660
USER	Slaying the dragon	199	START	1584631314712	1584631314712
USER	Slaying the dragon	200	START	1584631314760	1584631314760
USER	Slaying the dragon	201	START	1584631314810	1584631314810
USER	Slaying the dragon	202	START	1584631314862	1584631314862
REQUEST	91		Blocking attack	1584631309301	1584631314906	OK	 
USER	Slaying the dragon	203	START	1584631314912	1584631314912
REQUEST	92		Blocking attack	1584631309352	1584631314921	OK	 
USER	Slaying the dragon	91	END	1584631309301	1584631314931
USER	Slaying the dragon	92	END	1584631309352	1584631314951
USER	Slaying the dragon	204	START	1584631314960	1584631314960
REQUEST	93		Blocking attack	1584631309401	1584631314966	OK	 
USER	Slaying the dragon	93	END	1584631309400	1584631314989
USER	Slaying the dragon	205	START	1584631315011	1584631315011
REQUEST	94		Blocking attack	1584631309452	1584631315019	OK	 
USER	Slaying the dragon	94	END	1584631309451	1584631315042
USER	Slaying the dragon	206	START	1584631315060	1584631315060
REQUEST	95		Blocking attack	1584631309501	1584631315076	OK	 
USER	Slaying the dragon	95	END	1584631309500	1584631315102
USER	Slaying the dragon	207	START	1584631315110	1584631315110
REQUEST	96		Blocking attack	1584631309550	1584631315115	OK	 
USER	Slaying the dragon	96	END	1584631309550	1584631315140
USER	Slaying the dragon	208	START	1584631315160	1584631315160
REQUEST	97		Blocking attack	1584631309603	1584631315171	OK	 
USER	Slaying the dragon	97	END	1584631309603	1584631315191
USER	Slaying the dragon	209	START	1584631315209	1584631315209
REQUEST	98		Blocking attack	1584631309651	1584631315232	OK	 
USER	Slaying the dragon	98	END	1584631309650	1584631315260
USER	Slaying the dragon	210	START	1584631315260	1584631315260
REQUEST	99		Blocking attack	1584631309700	1584631315269	OK	 
USER	Slaying the dragon	99	END	1584631309700	1584631315291
USER	Slaying the dragon	211	START	1584631315312	1584631315312
REQUEST	100		Blocking attack	1584631309753	1584631315313	OK	 
USER	Slaying the dragon	100	END	1584631309752	1584631315341
USER	Slaying the dragon	212	START	1584631315361	1584631315361
USER	Slaying the dragon	213	START	1584631315410	1584631315410
USER	Slaying the dragon	214	START	1584631315460	1584631315460
USER	Slaying the dragon	215	START	1584631315512	1584631315512
USER	Slaying the dragon	216	START	1584631315560	1584631315560
USER	Slaying the dragon	217	START	1584631315610	1584631315610
USER	Slaying the dragon	218	START	1584631315661	1584631315661
USER	Slaying the dragon	219	START	1584631315710	1584631315710
USER	Slaying the dragon	220	START	1584631315760	1584631315760
USER	Slaying the dragon	221	START	1584631315809	1584631315809
USER	Slaying the dragon	222	START	1584631315862	1584631315862
REQUEST	101		Blocking attack	1584631309801	1584631315910	OK	 
USER	Slaying the dragon	223	START	1584631315910	1584631315910
REQUEST	102		Blocking attack	1584631309853	1584631315926	OK	 
USER	Slaying the dragon	101	END	1584631309800	1584631315941
USER	Slaying the dragon	102	END	1584631309852	1584631315950
USER	Slaying the dragon	224	START	1584631315960	1584631315960
REQUEST	103		Blocking attack	1584631309902	1584631315972	OK	 
USER	Slaying the dragon	103	END	1584631309901	1584631316000
USER	Slaying the dragon	225	START	1584631316010	1584631316010
REQUEST	104		Blocking attack	1584631309952	1584631316025	OK	 
USER	Slaying the dragon	104	END	1584631309951	1584631316050
USER	Slaying the dragon	226	START	1584631316062	1584631316062
REQUEST	105		Blocking attack	1584631310000	1584631316084	OK	 
USER	Slaying the dragon	105	END	1584631310000	1584631316110
USER	Slaying the dragon	227	START	1584631316110	1584631316110
REQUEST	106		Blocking attack	1584631310051	1584631316122	OK	 
USER	Slaying the dragon	106	END	1584631310051	1584631316150
USER	Slaying the dragon	228	START	1584631316160	1584631316160
REQUEST	107		Blocking attack	1584631310101	1584631316176	OK	 
USER	Slaying the dragon	107	END	1584631310100	1584631316200
USER	Slaying the dragon	229	START	1584631316211	1584631316211
REQUEST	108		Blocking attack	1584631310151	1584631316240	OK	 
USER	Slaying the dragon	230	START	1584631316259	1584631316259
USER	Slaying the dragon	108	END	1584631310151	1584631316270
REQUEST	109		Blocking attack	1584631310200	1584631316272	OK	 
USER	Slaying the dragon	109	END	1584631310200	1584631316302
USER	Slaying the dragon	231	START	1584631316312	1584631316312
REQUEST	110		Blocking attack	1584631310251	1584631316319	OK	 
USER	Slaying the dragon	110	END	1584631310251	1584631316340
USER	Slaying the dragon	232	START	1584631316361	1584631316361
USER	Slaying the dragon	233	START	1584631316411	1584631316411
USER	Slaying the dragon	234	START	1584631316460	1584631316460
USER	Slaying the dragon	235	START	1584631316510	1584631316510
USER	Slaying the dragon	236	START	1584631316562	1584631316562
USER	Slaying the dragon	237	START	1584631316611	1584631316611
USER	Slaying the dragon	238	START	1584631316661	1584631316661
USER	Slaying the dragon	239	START	1584631316711	1584631316711
USER	Slaying the dragon	240	START	1584631316760	1584631316760
USER	Slaying the dragon	241	START	1584631316810	1584631316810
USER	Slaying the dragon	242	START	1584631316862	1584631316862
USER	Slaying the dragon	243	START	1584631316910	1584631316910
REQUEST	111		Blocking attack	1584631310302	1584631316913	OK	 
REQUEST	112		Blocking attack	1584631310351	1584631316931	OK	 
USER	Slaying the dragon	111	END	1584631310302	1584631316940
USER	Slaying the dragon	112	END	1584631310351	1584631316960
USER	Slaying the dragon	244	START	1584631316960	1584631316960
REQUEST	113		Blocking attack	1584631310401	1584631316976	OK	 
USER	Slaying the dragon	113	END	1584631310401	1584631317001
USER	Slaying the dragon	245	START	1584631317011	1584631317011
REQUEST	114		Blocking attack	1584631310452	1584631317029	OK	 
USER	Slaying the dragon	114	END	1584631310452	1584631317052
USER	Slaying the dragon	246	START	1584631317061	1584631317061
REQUEST	115		Blocking attack	1584631310503	1584631317089	OK	 
USER	Slaying the dragon	115	END	1584631310503	1584631317111
USER	Slaying the dragon	247	START	1584631317111	1584631317111
REQUEST	116		Blocking attack	1584631310550	1584631317130	OK	 
USER	Slaying the dragon	116	END	1584631310550	1584631317152
USER	Slaying the dragon	248	START	1584631317162	1584631317162
